1.8122e+06,1.7826,273.66,0.11155,0.3218,2.5966e+06
2.7624e+06,1.7826,273.12,0.11085,0.3218,2.1662e+07
3.1532e+06,1.7826,272.56,0.11436,0.3218,4.625e+06
2.9588e+06,1.7826,271.08,0.11992,0.3218,2.0377e+06
2.4128e+06,1.7826,270.41,0.11929,0.3218,4.1384e+05
2.2761e+06,2.5282,274.24,0.11768,-0.82,1.5049e+06
2.0068e+06,2.5282,273.86,0.11992,-0.82,1.44e+07
1.816e+06,2.5282,270.7,0.12509,-0.82,2.3664e+06
1.8455e+06,2.5282,271.49,0.14501,-0.82,1.6756e+05
1.6384e+06,2.5282,268.21,0.16865,-0.82,1.387e+05
1.6629e+06,2.5282,270.59,0.17963,-0.82,24290
1.3436e+06,2.5282,272.21,0.17902,-0.82,1.9798e+06
1.2663e+06,2.5282,271.21,0.1834,-0.82,2.6236e+05
NaN,2.5282,270.66,0.18238,-0.82,85
NaN,2.5282,271.08,0.18168,-0.82,2.1712e+05
NaN,2.5282,271.56,0.18171,-0.82,4.0357e+05
NaN,2.5282,265.54,0.1783,-0.82,1.4991e+05
8.101e+05,2.5282,272.27,0.1955,-0.82,4869
8.6549e+05,2.5282,273.6,0.19885,-0.82,8.0436e+05
1.0048e+06,2.5282,275.02,0.2003,-0.82,1.155e+06
8.8959e+05,2.5282,273.33,0.18706,-0.82,2.4785e+05
7.8437e+05,2.5282,270.09,0.22158,-0.82,333
8.0015e+05,2.5282,275.45,0.21007,-0.82,4.2924e+06
1.2457e+06,2.5282,272.94,0.19937,-0.82,1.2541e+07
1.2035e+06,2.5282,269.53,0.19474,-0.82,2.5806e+06
8.9682e+05,2.5282,270.38,0.17736,-0.82,54836
1.0171e+06,2.5282,273.99,0.16324,-0.82,5.4086e+06
6.9257e+05,2.5282,271.94,0.161,-0.82,5.7952e+05
9.5977e+05,3.5702,271.55,0.15922,-1.5264,6.6797e+05
9.9297e+05,3.5702,270.36,0.15922,-1.5264,8.042e+05
1.2033e+06,3.5702,272.24,0.16357,-1.5264,7114
1.085e+06,3.5702,269.84,0.12799,-1.5264,2.208e+06
9.7739e+05,3.5702,267.52,0.091415,-1.5264,1.3881e+05
8.3664e+05,3.5702,272.82,0.091415,-1.5264,21312
NaN,3.5702,279.05,0.09997,-1.5264,2.2434e+07
1.1041e+06,3.5702,279.22,0.097884,-1.5264,8.7427e+07
1.8109e+06,3.5702,273.4,0.084311,-1.5264,1.7113e+07
2.1996e+06,3.5702,274.71,0.071554,-1.5264,4.5635e+06
1.7526e+06,3.5702,279.37,0.066112,-1.5264,9.6838e+06
1.4119e+06,3.5702,283.82,0.075877,-1.5264,1.8009e+07
1.7527e+06,3.5702,283.49,0.075726,-1.5264,3.2701e+07
2.545e+06,3.5702,279.65,0.054414,-1.5264,1.288e+07
2.8575e+06,3.5702,278.39,0.05786,-1.5264,7.8656e+06
2.6882e+06,3.5702,284.3,0.056076,-1.5264,1.3128e+07
2.7565e+06,3.5702,287.41,0.054927,-1.5264,2.7484e+07
3.0983e+06,3.5702,288.12,0.039994,-1.5264,2.1128e+07
3.3481e+06,3.5702,288.73,0.019438,-1.5264,9.5924e+06
3.3209e+06,3.5702,282,0,-1.5264,3.0174e+05
1.4638e+06,3.5702,275.79,0.074577,-1.5264,21665
1.4672e+06,4.7526,276.88,0.074577,-1.4625,2.2097e+06
1.1279e+06,4.7526,278.66,0.14108,-1.4625,5.4808e+05
9.2814e+05,4.7526,275.62,0.21632,-1.4625,1.4273e+05
8.5879e+05,4.7526,278.69,0.23123,-1.4625,1.8441e+05
7.7675e+05,4.7526,280.43,0.22875,-1.4625,2.2788e+06
8.0915e+05,4.7526,280.49,0.23579,-1.4625,1.5256e+06
4.031e+06,4.7526,280.77,0.14562,-1.4625,49200
3.1988e+06,4.7526,280.92,0.18476,-1.4625,58803
2.4596e+06,4.7526,277.34,0.23177,-1.4625,7.2779e+05
2.1787e+06,4.7526,279.32,0.2493,-1.4625,5.7356e+05
2.2005e+06,5.2789,279.69,0.29223,-1.1294,1.5758e+06
NaN,5.2789,283.62,0.33782,-1.1294,69637
1.9484e+06,5.2789,284.95,0.38292,-1.1294,14340
2.0908e+06,5.2789,287.71,0.43431,-1.1294,530
2.2149e+06,5.2789,286.45,0.42633,-1.1294,0
2.1145e+06,5.2789,286.37,0.42328,-1.1294,0
2.068e+06,5.2789,288.4,0.43507,-1.1294,0
3.5863e+06,5.2789,286.64,0.44979,-1.1294,0
4.4112e+06,5.2789,283.24,0.46115,-1.1294,0
4.1326e+06,5.2789,287.73,0.46917,-1.1294,11
3.353e+06,5.2789,290.99,0.47325,-1.1294,0
3.9006e+06,5.2789,288.38,0.46134,-1.1294,0
4.0531e+06,5.2789,285.25,0.46515,-1.1294,0
3.6815e+06,5.2789,288.01,0.46016,-1.1294,0
2.5163e+06,5.2789,290.37,0.46454,-1.1294,0
2.2501e+06,5.2789,290.5,0.50686,-1.1294,0
2.2036e+06,5.2789,292.97,0.49477,-1.1294,0
1.8316e+06,5.2789,292.67,0.50686,-1.1294,0
1.56e+06,5.2789,291.88,0.46545,-1.1294,0
1.2749e+06,5.2789,294.57,0.46252,-1.1294,0
1.2712e+06,5.2789,291.94,0.47186,-1.1294,0
1.2401e+06,5.2789,293.6,0.50589,-1.1294,0
1.2929e+06,5.2789,295.21,0.49791,-1.1294,0
